ID,Name,Size Byte[Bit],Encoding Name,Mask,Min,Max
7936,Not Engaged / Engaged,0 [1],Not Engaged,$1,$0,$0
7936,Not Engaged / Engaged,0 [1],Engaged,$1,$1,$1
8509,Node Absent / Present,0 [1],Absent,$1,$0,$0
8509,Node Absent / Present,0 [1],Present,$1,$1,$1
8874,Programmed/Not Programmed,1 [0],Not Programmed,$FF,$00,$00
8874,Programmed/Not Programmed,1 [0],Programmed,$FF,$01,$01
9903,Reserved (1 Bit),0 [1],Reserved,$1,$0,$0
10151,Has Not EOL / Has EOL,0 [1],Has Not EOL,$1,$0,$0
10151,Has Not EOL / Has EOL,0 [1],Has EOL,$1,$1,$1
10152,EOL Not Required / EOL Required,0 [1],EOL Not Required,$1,$0,$0
10152,EOL Not Required / EOL Required,0 [1],EOL Required,$1,$1,$1
10177,Siren,0 [2],Absent,$3,$0,$0
10177,Siren,0 [2],Horn,$3,$1,$1
10177,Siren,0 [2],Siren,$3,$2,$2
10177,Siren,0 [2],Not Used,$3,$3,$3
11181,Absent / Present,0 [1],Absent,$1,$0,$0
11181,Absent / Present,0 [1],Present,$1,$1,$1
11763,_Reserved_Special_Conversion_TC1758,0 [1],Reserved,$1,$0,$0
12650,Not Active / Active,0 [1],Not Active,$1,$0,$0
12650,Not Active / Active,0 [1],Active,$1,$1,$1
13065,DTC AllSupportedSnapshotRecordNumbers with FF,1 [0],Record 0x01,$FF,$01,$01
13065,DTC AllSupportedSnapshotRecordNumbers with FF,1 [0],Record 0x02,$FF,$02,$02
13065,DTC AllSupportedSnapshotRecordNumbers with FF,1 [0],All Records (0xFF),$FF,$FF,$FF
13122,Average last longitudinal accel values,0 [4],No Averaging,$F,$0,$0
13122,Average last longitudinal accel values,0 [4],Average 1,$F,$1,$1
13122,Average last longitudinal accel values,0 [4],Average 2,$F,$2,$2
13122,Average last longitudinal accel values,0 [4],Average 3,$F,$3,$3
13122,Average last longitudinal accel values,0 [4],Average 4,$F,$4,$4
13122,Average last longitudinal accel values,0 [4],Average 5,$F,$5,$5
13122,Average last longitudinal accel values,0 [4],Average 6,$F,$6,$6
13122,Average last longitudinal accel values,0 [4],Average 7,$F,$7,$7
13122,Average last longitudinal accel values,0 [4],Average 8,$F,$8,$8
13122,Average last longitudinal accel values,0 [4],Average 9,$F,$9,$9
13122,Average last longitudinal accel values,0 [4],Average 10,$F,$A,$A
13122,Average last longitudinal accel values,0 [4],Average 11,$F,$B,$B
13122,Average last longitudinal accel values,0 [4],Average 12,$F,$C,$C
13122,Average last longitudinal accel values,0 [4],Average 13,$F,$D,$D
13122,Average last longitudinal accel values,0 [4],Average 14,$F,$E,$E
13122,Average last longitudinal accel values,0 [4],Average 15,$F,$F,$F
13123,Average last lateral accel values,0 [4],No Averaging,$F,$0,$0
13123,Average last lateral accel values,0 [4],Average 1,$F,$1,$1
13123,Average last lateral accel values,0 [4],Average 2,$F,$2,$2
13123,Average last lateral accel values,0 [4],Average 3,$F,$3,$3
13123,Average last lateral accel values,0 [4],Average 4,$F,$4,$4
13123,Average last lateral accel values,0 [4],Average 5,$F,$5,$5
13123,Average last lateral accel values,0 [4],Average 6,$F,$6,$6
13123,Average last lateral accel values,0 [4],Average 7,$F,$7,$7
13123,Average last lateral accel values,0 [4],Average 8,$F,$8,$8
13123,Average last lateral accel values,0 [4],Average 9,$F,$9,$9
13123,Average last lateral accel values,0 [4],Average 10,$F,$A,$A
13123,Average last lateral accel values,0 [4],Average 11,$F,$B,$B
13123,Average last lateral accel values,0 [4],Average 12,$F,$C,$C
13123,Average last lateral accel values,0 [4],Average 13,$F,$D,$D
13123,Average last lateral accel values,0 [4],Average 14,$F,$E,$E
13123,Average last lateral accel values,0 [4],Average 15,$F,$F,$F
13124,Excess longitudinal acceleration factor,0 [4],Filter Off,$F,$0,$0
13124,Excess longitudinal acceleration factor,0 [4],0.5,$F,$1,$1
13124,Excess longitudinal acceleration factor,0 [4],1,$F,$2,$2
13124,Excess longitudinal acceleration factor,0 [4],1.5,$F,$3,$3
13124,Excess longitudinal acceleration factor,0 [4],2,$F,$4,$4
13124,Excess longitudinal acceleration factor,0 [4],2.5,$F,$5,$5
13124,Excess longitudinal acceleration factor,0 [4],3,$F,$6,$6
13124,Excess longitudinal acceleration factor,0 [4],3.5,$F,$7,$7
13124,Excess longitudinal acceleration factor,0 [4],4,$F,$8,$8
13124,Excess longitudinal acceleration factor,0 [4],4.5,$F,$9,$9
13124,Excess longitudinal acceleration factor,0 [4],5,$F,$A,$A
13124,Excess longitudinal acceleration factor,0 [4],5.5,$F,$B,$B
13124,Excess longitudinal acceleration factor,0 [4],6,$F,$C,$C
13124,Excess longitudinal acceleration factor,0 [4],6.5,$F,$D,$D
13124,Excess longitudinal acceleration factor,0 [4],7,$F,$E,$E
13124,Excess longitudinal acceleration factor,0 [4],7.5,$F,$F,$F
13126,Brake smoothing duration,0 [5],Filter Off,$1F,$0,$0
13126,Brake smoothing duration,0 [5],1 period,$1F,$1,$1
13126,Brake smoothing duration,0 [5],2 periods,$1F,$2,$2
13126,Brake smoothing duration,0 [5],3 periods,$1F,$3,$3
13126,Brake smoothing duration,0 [5],4 periods,$1F,$4,$4
13126,Brake smoothing duration,0 [5],5 periods,$1F,$5,$5
13126,Brake smoothing duration,0 [5],6 periods,$1F,$6,$6
13126,Brake smoothing duration,0 [5],7 periods,$1F,$7,$7
13126,Brake smoothing duration,0 [5],8 periods,$1F,$8,$8
13126,Brake smoothing duration,0 [5],9 periods,$1F,$9,$9
13126,Brake smoothing duration,0 [5],10 periods,$1F,$A,$A
13126,Brake smoothing duration,0 [5],11 periods,$1F,$B,$B
13126,Brake smoothing duration,0 [5],12 periods,$1F,$C,$C
13126,Brake smoothing duration,0 [5],13 periods,$1F,$D,$D
13126,Brake smoothing duration,0 [5],14 periods,$1F,$E,$E
13126,Brake smoothing duration,0 [5],15 periods,$1F,$F,$F
13126,Brake smoothing duration,0 [5],16 periods,$1F,$10,$10
13126,Brake smoothing duration,0 [5],17 periods,$1F,$11,$11
13126,Brake smoothing duration,0 [5],18 periods,$1F,$12,$12
13126,Brake smoothing duration,0 [5],19 periods,$1F,$13,$13
13126,Brake smoothing duration,0 [5],20 periods,$1F,$14,$14
13126,Brake smoothing duration,0 [5],21 periods,$1F,$15,$15
13126,Brake smoothing duration,0 [5],22 periods,$1F,$16,$16
13126,Brake smoothing duration,0 [5],23 periods,$1F,$17,$17
13126,Brake smoothing duration,0 [5],24 periods,$1F,$18,$18
13126,Brake smoothing duration,0 [5],25 periods,$1F,$19,$19
13126,Brake smoothing duration,0 [5],26 periods,$1F,$1A,$1A
13126,Brake smoothing duration,0 [5],27 periods,$1F,$1B,$1B
13126,Brake smoothing duration,0 [5],28 periods,$1F,$1C,$1C
13126,Brake smoothing duration,0 [5],29 periods,$1F,$1D,$1D
13126,Brake smoothing duration,0 [5],30 periods,$1F,$1E,$1E
13126,Brake smoothing duration,0 [5],31 periods,$1F,$1F,$1F
13127,Brake smoothing factor,0 [3],Filter Off,$7,$0,$0
13127,Brake smoothing factor,0 [3],0.5,$7,$1,$1
13127,Brake smoothing factor,0 [3],1,$7,$2,$2
13127,Brake smoothing factor,0 [3],1.5,$7,$3,$3
13127,Brake smoothing factor,0 [3],2,$7,$4,$4
13127,Brake smoothing factor,0 [3],2.5,$7,$5,$5
13127,Brake smoothing factor,0 [3],3,$7,$6,$6
13127,Brake smoothing factor,0 [3],3.5,$7,$7,$7
13128,Steering smoothing duration,0 [5],Filter Off,$1F,$0,$0
13128,Steering smoothing duration,0 [5],1 period,$1F,$1,$1
13128,Steering smoothing duration,0 [5],2 periods,$1F,$2,$2
13128,Steering smoothing duration,0 [5],3 periods,$1F,$3,$3
13128,Steering smoothing duration,0 [5],4 periods,$1F,$4,$4
13128,Steering smoothing duration,0 [5],5 periods,$1F,$5,$5
13128,Steering smoothing duration,0 [5],6 periods,$1F,$6,$6
13128,Steering smoothing duration,0 [5],7 periods,$1F,$7,$7
13128,Steering smoothing duration,0 [5],8 periods,$1F,$8,$8
13128,Steering smoothing duration,0 [5],9 periods,$1F,$9,$9
13128,Steering smoothing duration,0 [5],10 periods,$1F,$A,$A
13128,Steering smoothing duration,0 [5],11 periods,$1F,$B,$B
13128,Steering smoothing duration,0 [5],12 periods,$1F,$C,$C
13128,Steering smoothing duration,0 [5],13 periods,$1F,$D,$D
13128,Steering smoothing duration,0 [5],14 periods,$1F,$E,$E
13128,Steering smoothing duration,0 [5],15 periods,$1F,$F,$F
13128,Steering smoothing duration,0 [5],16 periods,$1F,$10,$10
13128,Steering smoothing duration,0 [5],17 periods,$1F,$11,$11
13128,Steering smoothing duration,0 [5],18 periods,$1F,$12,$12
13128,Steering smoothing duration,0 [5],19 periods,$1F,$13,$13
13128,Steering smoothing duration,0 [5],20 periods,$1F,$14,$14
13128,Steering smoothing duration,0 [5],21 periods,$1F,$15,$15
13128,Steering smoothing duration,0 [5],22 periods,$1F,$16,$16
13128,Steering smoothing duration,0 [5],23 periods,$1F,$17,$17
13128,Steering smoothing duration,0 [5],24 periods,$1F,$18,$18
13128,Steering smoothing duration,0 [5],25 periods,$1F,$19,$19
13128,Steering smoothing duration,0 [5],26 periods,$1F,$1A,$1A
13128,Steering smoothing duration,0 [5],27 periods,$1F,$1B,$1B
13128,Steering smoothing duration,0 [5],28 periods,$1F,$1C,$1C
13128,Steering smoothing duration,0 [5],29 periods,$1F,$1D,$1D
13128,Steering smoothing duration,0 [5],30 periods,$1F,$1E,$1E
13128,Steering smoothing duration,0 [5],31 periods,$1F,$1F,$1F
13129,Steering smoothing factor,0 [3],Filter Off,$7,$0,$0
13129,Steering smoothing factor,0 [3],0.5,$7,$1,$1
13129,Steering smoothing factor,0 [3],1,$7,$2,$2
13129,Steering smoothing factor,0 [3],1.5,$7,$3,$3
13129,Steering smoothing factor,0 [3],2,$7,$4,$4
13129,Steering smoothing factor,0 [3],2.5,$7,$5,$5
13129,Steering smoothing factor,0 [3],3,$7,$6,$6
13129,Steering smoothing factor,0 [3],3.5,$7,$7,$7
13130,Steering smoothing threshold,0 [4],Filter Off,$F,$0,$0
13130,Steering smoothing threshold,0 [4],10 degrees,$F,$1,$1
13130,Steering smoothing threshold,0 [4],20 degrees,$F,$2,$2
13130,Steering smoothing threshold,0 [4],30 degrees,$F,$3,$3
13130,Steering smoothing threshold,0 [4],40 degrees,$F,$4,$4
13130,Steering smoothing threshold,0 [4],50 degrees,$F,$5,$5
13130,Steering smoothing threshold,0 [4],60 degrees,$F,$6,$6
13130,Steering smoothing threshold,0 [4],70 degrees,$F,$7,$7
13130,Steering smoothing threshold,0 [4],80 degrees,$F,$8,$8
13130,Steering smoothing threshold,0 [4],90 degrees,$F,$9,$9
13130,Steering smoothing threshold,0 [4],100 degrees,$F,$A,$A
13130,Steering smoothing threshold,0 [4],110 degrees,$F,$B,$B
13130,Steering smoothing threshold,0 [4],120 degrees,$F,$C,$C
13130,Steering smoothing threshold,0 [4],130 degrees,$F,$D,$D
13130,Steering smoothing threshold,0 [4],140 degrees,$F,$E,$E
13130,Steering smoothing threshold,0 [4],150 degrees,$F,$F,$F
13131,Brake Smoothing threshold,0 [4],Filter Off,$F,$0,$0
13131,Brake Smoothing threshold,0 [4],25 Nm,$F,$1,$1
13131,Brake Smoothing threshold,0 [4],50 Nm,$F,$2,$2
13131,Brake Smoothing threshold,0 [4],75 Nm,$F,$3,$3
13131,Brake Smoothing threshold,0 [4],100 Nm,$F,$4,$4
13131,Brake Smoothing threshold,0 [4],125 Nm,$F,$5,$5
13131,Brake Smoothing threshold,0 [4],150 Nm,$F,$6,$6
13131,Brake Smoothing threshold,0 [4],175 Nm,$F,$7,$7
13131,Brake Smoothing threshold,0 [4],200 Nm,$F,$8,$8
13131,Brake Smoothing threshold,0 [4],225 Nm,$F,$9,$9
13131,Brake Smoothing threshold,0 [4],250 Nm,$F,$A,$A
13131,Brake Smoothing threshold,0 [4],275 Nm,$F,$B,$B
13131,Brake Smoothing threshold,0 [4],300 Nm,$F,$C,$C
13131,Brake Smoothing threshold,0 [4],325 Nm,$F,$D,$D
13131,Brake Smoothing threshold,0 [4],350 Nm,$F,$E,$E
13131,Brake Smoothing threshold,0 [4],375 Nm,$F,$F,$F
13132,Maximum longitudinal change,0 [4],Filter Off,$F,$0,$0
13132,Maximum longitudinal change,0 [4],.2 degrees,$F,$1,$1
13132,Maximum longitudinal change,0 [4],.4 degrees,$F,$2,$2
13132,Maximum longitudinal change,0 [4],.6 degrees,$F,$3,$3
13132,Maximum longitudinal change,0 [4],.8 degrees,$F,$4,$4
13132,Maximum longitudinal change,0 [4],1.0 degrees,$F,$5,$5
13132,Maximum longitudinal change,0 [4],1.2 degrees,$F,$6,$6
13132,Maximum longitudinal change,0 [4],1.4 degrees,$F,$7,$7
13132,Maximum longitudinal change,0 [4],1.6 degrees,$F,$8,$8
13132,Maximum longitudinal change,0 [4],1.8 degrees,$F,$9,$9
13132,Maximum longitudinal change,0 [4],2.0 degrees,$F,$A,$A
13132,Maximum longitudinal change,0 [4],2.2 degrees,$F,$B,$B
13132,Maximum longitudinal change,0 [4],2.4 degrees,$F,$C,$C
13132,Maximum longitudinal change,0 [4],2.6 degrees,$F,$D,$D
13132,Maximum longitudinal change,0 [4],2.8 degrees,$F,$E,$E
13132,Maximum longitudinal change,0 [4],3.0 degrees,$F,$F,$F
13133,Maximum lateral change,0 [4],Filter Off,$F,$0,$0
13133,Maximum lateral change,0 [4],.2 degrees,$F,$1,$1
13133,Maximum lateral change,0 [4],.4 degrees,$F,$2,$2
13133,Maximum lateral change,0 [4],.6 degrees,$F,$3,$3
13133,Maximum lateral change,0 [4],.8 degrees,$F,$4,$4
13133,Maximum lateral change,0 [4],1.0 degrees,$F,$5,$5
13133,Maximum lateral change,0 [4],1.2 degrees,$F,$6,$6
13133,Maximum lateral change,0 [4],1.4 degrees,$F,$7,$7
13133,Maximum lateral change,0 [4],1.6 degrees,$F,$8,$8
13133,Maximum lateral change,0 [4],1.8 degrees,$F,$9,$9
13133,Maximum lateral change,0 [4],2.0 degrees,$F,$A,$A
13133,Maximum lateral change,0 [4],2.2 degrees,$F,$B,$B
13133,Maximum lateral change,0 [4],2.4 degrees,$F,$C,$C
13133,Maximum lateral change,0 [4],2.6 degrees,$F,$D,$D
13133,Maximum lateral change,0 [4],2.8 degrees,$F,$E,$E
13133,Maximum lateral change,0 [4],3.0 degrees,$F,$F,$F
13135,Acceleration factor,0 [4],Filter Off,$F,$0,$0
13135,Acceleration factor,0 [4],0.5,$F,$1,$1
13135,Acceleration factor,0 [4],1,$F,$2,$2
13135,Acceleration factor,0 [4],1.5,$F,$3,$3
13135,Acceleration factor,0 [4],2,$F,$4,$4
13135,Acceleration factor,0 [4],2.5,$F,$5,$5
13135,Acceleration factor,0 [4],3,$F,$6,$6
13135,Acceleration factor,0 [4],3.5,$F,$7,$7
13135,Acceleration factor,0 [4],4,$F,$8,$8
13135,Acceleration factor,0 [4],4.5,$F,$9,$9
13135,Acceleration factor,0 [4],5,$F,$A,$A
13135,Acceleration factor,0 [4],5.5,$F,$B,$B
13135,Acceleration factor,0 [4],6,$F,$C,$C
13135,Acceleration factor,0 [4],6.5,$F,$D,$D
13135,Acceleration factor,0 [4],7,$F,$E,$E
13135,Acceleration factor,0 [4],7.5,$F,$F,$F
13253,Main_Ant_Supply_Cfg,0 [2],Absent,$3,$0,$0
13253,Main_Ant_Supply_Cfg,0 [2],First Active,$3,$1,$1
13253,Main_Ant_Supply_Cfg,0 [2],Second Active,$3,$2,$2
13253,Main_Ant_Supply_Cfg,0 [2],Both Active,$3,$3,$3
13466,Brand_Configuration_2,0 [5],Unbranded,$1F,$0,$0
13466,Brand_Configuration_2,0 [5],Fiat,$1F,$1,$1
13466,Brand_Configuration_2,0 [5],Lancia,$1F,$2,$2
13466,Brand_Configuration_2,0 [5],Alfa Romeo,$1F,$3,$3
13466,Brand_Configuration_2,0 [5],Fiat Professional,$1F,$4,$4
13466,Brand_Configuration_2,0 [5],Abarth,$1F,$5,$5
13466,Brand_Configuration_2,0 [5],Maserati,$1F,$6,$6
13466,Brand_Configuration_2,0 [5],Ferrari,$1F,$7,$7
13466,Brand_Configuration_2,0 [5],Chrysler,$1F,$8,$8
13466,Brand_Configuration_2,0 [5],Dodge,$1F,$9,$9
13466,Brand_Configuration_2,0 [5],Jeep,$1F,$A,$A
13466,Brand_Configuration_2,0 [5],RAM,$1F,$B,$B
13466,Brand_Configuration_2,0 [5],SRT,$1F,$C,$C
13466,Brand_Configuration_2,0 [5],PSA (Citroen),$1F,$D,$D
13466,Brand_Configuration_2,0 [5],PSA (Peugeot),$1F,$E,$E
13466,Brand_Configuration_2,0 [5],Ford,$1F,$F,$F
13631,Not Ready to send ENQp message/Send ENQp message,1 [0],Not Ready to send ENQp message,$FF,$00,$00
13631,Not Ready to send ENQp message/Send ENQp message,1 [0],Send ENQp message,$FF,$01,$01
13632,"The correct PIN was entered/Wrong PIN was entered,retry once",1 [0],The correct PIN was entered,$FF,$00,$00
13632,"The correct PIN was entered/Wrong PIN was entered,retry once",1 [0],"Wrong PIN was entered,retry once",$FF,$01,$01
13634,Not ready to send MK1/Ready to send MK1,1 [0],Not ready to send MK1,$FF,$00,$00
13634,Not ready to send MK1/Ready to send MK1,1 [0],Ready to send MK1,$FF,$01,$01
13679,Excess lateral aceleration factor,0 [2],Filter Off,$3,$0,$0
13679,Excess lateral aceleration factor,0 [2],0.5,$3,$1,$1
13679,Excess lateral aceleration factor,0 [2],1,$3,$2,$2
13679,Excess lateral aceleration factor,0 [2],1.5,$3,$3,$3
14272,Compass_Display,0 [2],Absent,$3,$0,$0
14272,Compass_Display,0 [2],Present on VP,$3,$1,$1
14272,Compass_Display,0 [2],Present on IPC,$3,$2,$2
14272,Compass_Display,0 [2],Present on IPC and VP,$3,$3,$3
14462,Lock the BCM,2 [0],Not Locked,$FFFF,$0000,$55A9
14462,Lock the BCM,2 [0],Locked,$FFFF,$55AA,$55AA
14462,Lock the BCM,2 [0],Not Locked,$FFFF,$55AB,$FFFF
14538,Disabled / Enabled,0 [1],Disabled,$1,$0,$0
14538,Disabled / Enabled,0 [1],Enabled,$1,$1,$1
14619,EngineSts,0 [2],Engine Off,$3,$0,$0
14619,EngineSts,0 [2],Engine Cranking,$3,$1,$1
14619,EngineSts,0 [2],Engine On,$3,$2,$2
14619,EngineSts,0 [2],SNA,$3,$3,$3
14620,_0False_1True_TC4460,0 [1],False,$1,$0,$0
14620,_0False_1True_TC4460,0 [1],True,$1,$1,$1
14626,_True__False_TC130,0 [1],False,$1,$0,$0
14626,_True__False_TC130,0 [1],True,$1,$1,$1
19020,Close / Open,0 [1],Close,$1,$0,$0
19020,Close / Open,0 [1],Open,$1,$1,$1
19334,_offon_TC9801,0 [1],Off,$1,$0,$0
19334,_offon_TC9801,0 [1],On,$1,$1,$1
19451,_DisableEnable_TC10766,0 [1],Disable,$1,$0,$0
19451,_DisableEnable_TC10766,0 [1],Enable,$1,$1,$1
19897,Microphone_Type,0 [2],Peiker 300mV,$3,$0,$0
19897,Microphone_Type,0 [2],Type 2,$3,$1,$1
19897,Microphone_Type,0 [2],Type 3,$3,$2,$2
19897,Microphone_Type,0 [2],Type 4,$3,$3,$3
21954,Nose dive threshold,0 [4],Filter Off,$F,$0,$0
21954,Nose dive threshold,0 [4],200 degrees,$F,$1,$1
21954,Nose dive threshold,0 [4],220 degrees,$F,$2,$2
21954,Nose dive threshold,0 [4],240 degrees,$F,$3,$3
21954,Nose dive threshold,0 [4],260 degrees,$F,$4,$4
21954,Nose dive threshold,0 [4],280 degrees,$F,$5,$5
21954,Nose dive threshold,0 [4],300 degrees,$F,$6,$6
21954,Nose dive threshold,0 [4],320 degrees,$F,$7,$7
21954,Nose dive threshold,0 [4],340 degrees,$F,$8,$8
21954,Nose dive threshold,0 [4],360 degrees,$F,$9,$9
21954,Nose dive threshold,0 [4],380 degrees,$F,$A,$A
21954,Nose dive threshold,0 [4],400 degrees,$F,$B,$B
21954,Nose dive threshold,0 [4],420 degrees,$F,$C,$C
21954,Nose dive threshold,0 [4],440 degrees,$F,$D,$D
21954,Nose dive threshold,0 [4],460 degrees,$F,$E,$E
21954,Nose dive threshold,0 [4],480 degrees,$F,$F,$F
21955,Acceleration threshold,0 [4],Filter Off,$F,$0,$0
21955,Acceleration threshold,0 [4],0.1 m/s2,$F,$1,$1
21955,Acceleration threshold,0 [4],0.2 m/s2,$F,$2,$2
21955,Acceleration threshold,0 [4],0.3 m/s2,$F,$3,$3
21955,Acceleration threshold,0 [4],0.4 m/s2,$F,$4,$4
21955,Acceleration threshold,0 [4],0.5 m/s2,$F,$5,$5
21955,Acceleration threshold,0 [4],0.6 m/s2,$F,$6,$6
21955,Acceleration threshold,0 [4],0.7 m/s2,$F,$7,$7
21955,Acceleration threshold,0 [4],0.8 m/s2,$F,$8,$8
21955,Acceleration threshold,0 [4],0.9 m/s2,$F,$9,$9
21955,Acceleration threshold,0 [4],1.0 m/s2,$F,$A,$A
21955,Acceleration threshold,0 [4],1.1 m/s2,$F,$B,$B
21955,Acceleration threshold,0 [4],1.2 m/s2,$F,$C,$C
21955,Acceleration threshold,0 [4],1.3 m/s2,$F,$D,$D
21955,Acceleration threshold,0 [4],1.4 m/s2,$F,$E,$E
21955,Acceleration threshold,0 [4],1.5 m/s2,$F,$F,$F
22309,Immo Fail Reason,1 [0],Timeout,$FF,$00,$00
22309,Immo Fail Reason,1 [0],Incorrect Code,$FF,$01,$01
22309,Immo Fail Reason,1 [0],Negative Response,$FF,$02,$02
22309,Immo Fail Reason,1 [0],Key not authenticated,$FF,$50,$50
22309,Immo Fail Reason,1 [0],ESL not unlocked,$FF,$60,$60
22309,Immo Fail Reason,1 [0],VTM blocked,$FF,$70,$70
22309,Immo Fail Reason,1 [0],SNA,$FF,$FF,$FF
22823,Climate_Type,0 [2],Absent,$3,$0,$0
22823,Climate_Type,0 [2],Manual,$3,$1,$1
22823,Climate_Type,0 [2],Automatic,$3,$2,$2
22829,Clima_Zone,0 [2],Mono Zone,$3,$0,$0
22829,Clima_Zone,0 [2],2 Zone,$3,$1,$1
22829,Clima_Zone,0 [2],3 Zone,$3,$2,$2
22829,Clima_Zone,0 [2],4 Zone,$3,$3,$3
31848,Logistic Mode,1 [0],Standard Power,$FF,$00,$00
31848,Logistic Mode,1 [0],Logistic Mode active,$FF,$01,$01
32688,False / True,0 [1],False,$1,$0,$0
32688,False / True,0 [1],True,$1,$1,$1
33184,Passive / Active,0 [1],Passive,$1,$0,$0
33184,Passive / Active,0 [1],Active,$1,$1,$1
36956,Short / Long,0 [1],Short,$1,$0,$0
36956,Short / Long,0 [1],Long,$1,$1,$1
48903,Microphone_Tuning_Parameter,0 [4],Absent,$F,$0,$0
48903,Microphone_Tuning_Parameter,0 [4],Mic Tuning set 1,$F,$1,$1
48947,Stop_And_Start_Type,0 [2],FGA Type,$3,$0,$0
48947,Stop_And_Start_Type,0 [2],CG Type,$3,$1,$1
49375,Pass / Fail,0 [1],Pass,$1,$0,$0
